objectid;arrondissement;n_sq_evp;st_area(shape);st_perimeter(shape);geo_shape;geo_point_2d
2428;18;1489;599.3044236537615;158.68998684664246;"{""coordinates"": [[[2.340964294489434, 48.88720807328324], [2.3410911922546735, 48.88718784432796], [2.34110823791808, 48.88718587597228], [2.34121903458238, 48.887175192771274], [2.34133409273228, 48.887168724675014], [2.3413204541353494, 48.88713626667016], [2.3410792579832442, 48.88715370044235], [2.3410737455773707, 48.88715964343876], [2.3408773177092264, 48.88718861691755], [2.3408109455227217, 48.88719803981017], [2.3408344338127938, 48.887274148786155], [2.3406934402343933, 48.88729652568871], [2.3407362083316565, 48.88742836961877], [2.3408310598281368, 48.887414850637214], [2.340850602319499, 48.88747538760724], [2.340899449871886, 48.887464097452934], [2.3410311453347625, 48.88743066047411], [2.3410002071707434, 48.88736301818233], [2.3410192096624116, 48.887360634328175], [2.340964294489434, 48.88720807328324]]], ""type"": ""Polygon""}";48.88730660663484, 2.340919741539521
359;6;100405;717.0960219695813;109.90447501602723;"{""coordinates"": [[[2.3349303434043773, 48.85048699629466], [2.3352122101867363, 48.85050311165692], [2.3353341508363896, 48.85050859079727], [2.33536721990421, 48.85030590366819], [2.3353087685570935, 48.85030575433333], [2.335282685024672, 48.85030512377131], [2.334882040911468, 48.850292917077326], [2.3349303434043773, 48.85048699629466]]], ""type"": ""Polygon""}";48.85039629607746, 2.3351303643979664
400;11;100445;320.8331123914221;78.56869641211271;"{""coordinates"": [[[2.3869483731086434, 48.85985936434031], [2.3872968981855927, 48.85991346779007], [2.387312609961566, 48.859878668923386], [2.387323727488481, 48.859879644074034], [2.3873481837802055, 48.85981092889156], [2.3872759381650863, 48.859803215852004], [2.3872761324481355, 48.859786695871975], [2.3869744684472525, 48.85976954729181], [2.3869483731086434, 48.85985936434031]]], ""type"": ""Polygon""}";48.85983540915626, 2.3871500963580523
439;11;100486;3654.5958172343253;445.5334995861768;"{""coordinates"": [[[2.3802873983496338, 48.866650755985916], [2.3792801909805, 48.86768134980098], [2.3796105226887576, 48.86783304894799], [2.3797409359797657, 48.86769399895855], [2.3799810478107855, 48.86780164930332], [2.380001776857675, 48.8677800088543], [2.3800133572111797, 48.867784836239885], [2.3800523733812855, 48.86774410399715], [2.380040793033219, 48.86773927661521], [2.3802436582471396, 48.86752748501775], [2.3800846445057764, 48.86746187758457], [2.380065756847102, 48.86748183953017], [2.379980265291108, 48.86744602745346], [2.379818580031808, 48.86761493924973], [2.3796660516299633, 48.86755125528087], [2.3798268320893117, 48.867381879428464], [2.3798947429540545, 48.86741029159837], [2.379915073398903, 48.86738903041231], [2.3799262264673278, 48.86739367123012], [2.379965603539976, 48.86735249120225], [2.3799544518400086, 48.867347850395035], [2.380158105662919, 48.86713487223288], [2.380169257335438, 48.86713951302202], [2.3802089156094333, 48.86709803937936], [2.380197762579118, 48.86709339858669], [2.380218379900061, 48.86707183665158], [2.380189099877725, 48.867059677036764], [2.3802121467310853, 48.867035453046114], [2.380222970374625, 48.8670399356469], [2.3802603974394922, 48.867000599853135], [2.3802495724377657, 48.86699611724848], [2.3804560360874527, 48.86677911503661], [2.3804668610618522, 48.86678359762344], [2.3805042863952606, 48.86674426173724], [2.3802873983496338, 48.866650755985916]]], ""type"": ""Polygon""}";48.86733219108802, 2.379897252827925
567;14;100614;956.0220806798181;222.63909931693698;"{""coordinates"": [[[2.324840772450387, 48.83018865940052], [2.3248999561653907, 48.83028388655073], [2.3249900102656054, 48.83025884540287], [2.3250384643851745, 48.830250399426355], [2.32510314573254, 48.830232891163284], [2.3252317290570312, 48.830198087783735], [2.325275365825044, 48.83026944935208], [2.325149246979872, 48.83030349142214], [2.325127206850187, 48.83026973852636], [2.325062192134401, 48.83028763524946], [2.325014322785974, 48.830296997401426], [2.3251328582854596, 48.83048065674038], [2.3252231028465298, 48.83045417929387], [2.3252322569096524, 48.83045114788393], [2.325185437241784, 48.83038193674588], [2.3253088606377266, 48.83034692609583], [2.3253572806997633, 48.83041658780773], [2.325385687911408, 48.83040825614903], [2.3254033938432164, 48.83035766725361], [2.325431396326519, 48.830254280164205], [2.325472982546127, 48.830129871232444], [2.3253602339723867, 48.830160382439615], [2.3253432067800976, 48.830165158304474], [2.3252938514309927, 48.83007663139744], [2.3252881768918434, 48.83006732592778], [2.3252467552528544, 48.83007879490934], [2.3252532088403353, 48.83008895378625], [2.3251982702542864, 48.83010416433766], [2.325191129164727, 48.83009292052992], [2.324994245503426, 48.830147430442864], [2.3250008018510155, 48.830157750901094], [2.324949224918472, 48.830172031470084], [2.3249419863930556, 48.8301606360029], [2.324840772450387, 48.83018865940052]]], ""type"": ""Polygon""}";48.83025195998987, 2.3251909657190977
755;12;100799;585.8658357936422;118.3133653170601;"{""coordinates"": [[[2.4078091978178215, 48.837797439459024], [2.407791044838789, 48.837742512824924], [2.407751812429491, 48.83774693680447], [2.407739596659982, 48.83771362243209], [2.4077297712187407, 48.83771634471548], [2.407705549659296, 48.83763124231747], [2.407713956323728, 48.83763036029936], [2.407704549368012, 48.83759613618329], [2.407743792172403, 48.83759078772696], [2.4077330385546305, 48.83755193782318], [2.4077401916432284, 48.83753811767611], [2.4077695971288255, 48.837536415979905], [2.407757735119073, 48.837495112526426], [2.4077481633460276, 48.83749649691814], [2.4076810375771758, 48.8374931831583], [2.4076267025218017, 48.83749092470045], [2.4074340879438973, 48.837788418392805], [2.4075671269063914, 48.83782867535735], [2.407576900376516, 48.83783160711496], [2.407748856973893, 48.83780632049468], [2.4078091978178215, 48.837797439459024]]], ""type"": ""Polygon""}";48.837683896564165, 2.407629344868705
860;5;100907;486.75960412492344;117.21804010919955;"{""coordinates"": [[[2.343833994895209, 48.84637289660291], [2.3438404042869285, 48.846376947399285], [2.3438591349707054, 48.846388784979766], [2.3438417916968426, 48.846399874304204], [2.3438316540695254, 48.84639809462978], [2.343809951934378, 48.84641153974973], [2.3438413744648385, 48.84643636715284], [2.3438632295065602, 48.846424847496856], [2.343853647874357, 48.84641711261244], [2.343864752702381, 48.846410906774175], [2.343876333235556, 48.84640847815853], [2.343883464471753, 48.84641418233775], [2.3439389936601205, 48.846384913197724], [2.3439005751906348, 48.846329671561065], [2.3439006398654043, 48.84632962155157], [2.3439224449496527, 48.84631546288703], [2.3439338029377175, 48.84630808746318], [2.3439955759229796, 48.84626797567122], [2.344023343638723, 48.846249945559414], [2.3440689004697237, 48.84622036356024], [2.3440748169100276, 48.84621680934911], [2.3440746076137122, 48.846216657109075], [2.3440847785218017, 48.846210052209464], [2.344094949415994, 48.846203448208236], [2.3439417732213537, 48.84609213629149], [2.3439036700608273, 48.84611479987127], [2.3438909319314285, 48.84612237637596], [2.3438188621732636, 48.84616524214479], [2.3437559086356727, 48.84620268616633], [2.343782280823404, 48.84622265722197], [2.34382227377369, 48.84625294309517], [2.343711750870198, 48.84631452222327], [2.3437939526248734, 48.84639889782612], [2.3438180810339757, 48.84638323020702], [2.343833994895209, 48.84637289660291]]], ""type"": ""Polygon""}";48.8462525393549, 2.343892504093449
1270;10;101310;1528.578007741725;256.16664213435206;"{""coordinates"": [[[[2.3698081543658116, 48.87941178648959], [2.369810499528053, 48.87909008380908], [2.369526734223399, 48.87909072833225], [2.3695340349470895, 48.87906287042319], [2.3695387267633445, 48.879032913224435], [2.369532562469907, 48.87900575512931], [2.369519885548165, 48.87897998907431], [2.369500648220741, 48.87895990011992], [2.369392349513782, 48.8788703966138], [2.3691142515137584, 48.87902529905176], [2.3690682516728243, 48.879051095870715], [2.3691117342404624, 48.8790856489062], [2.3692430331252265, 48.87918987087885], [2.3694936945216165, 48.87938820146581], [2.3696121005784136, 48.87932261895593], [2.3697237908390596, 48.879411178690376], [2.3697877025942886, 48.87941158170159], [2.3698081543658116, 48.87941178648959]], [[2.369216471995815, 48.879000721168886], [2.3692635188372337, 48.878975267057925], [2.369358401465887, 48.87904825392748], [2.36935169160547, 48.87905208210839], [2.3694526365605912, 48.87912992304632], [2.369370025973783, 48.87917669200469], [2.3691851261462786, 48.87903212882981], [2.369201793314947, 48.879022822236976], [2.369193005366142, 48.87901585018095], [2.3692181639789576, 48.879002083577646], [2.369216471995815, 48.879000721168886]]]], ""type"": ""MultiPolygon""}";48.87916344475008, 2.36950261077564
1363;15;101421;466.068797424132;118.71567484188616;"{""coordinates"": [[[2.2943609159151324, 48.839700484555514], [2.293754011312358, 48.83947255760117], [2.2937113915993006, 48.83952481212391], [2.2936934870138304, 48.83955276767027], [2.294275717323591, 48.83975876479347], [2.2943609159151324, 48.839700484555514]]], ""type"": ""Polygon""}";48.83961814240613, 2.294014041235302
1531;13;101629;1282.2498005926707;371.5165393226382;"{""coordinates"": [[[2.3521605570763646, 48.820037805278346], [2.3521606378743996, 48.82003776974085], [2.352197220449502, 48.82001135706258], [2.3520716948495837, 48.81993621272901], [2.3521129861041583, 48.819906043693], [2.352102942693094, 48.819900033575266], [2.3521326197980685, 48.81987835111433], [2.3522574021099443, 48.81995302458308], [2.352249094658442, 48.81995911695409], [2.3522763881636686, 48.81996408638399], [2.3523168336797804, 48.81998818042605], [2.352303237400429, 48.81999813307485], [2.3523366920622673, 48.8200181600166], [2.3522821625152845, 48.820059177696024], [2.352282111298922, 48.820059243972764], [2.3526058332776034, 48.820116338677515], [2.3527065433735848, 48.82008594610644], [2.352793734005137, 48.819922594997124], [2.3529675363403975, 48.819595877700884], [2.3530908481314405, 48.819363513497684], [2.353051517865675, 48.81932023564345], [2.3530267831472633, 48.819368111673924], [2.3530239584433246, 48.81936745333277], [2.3529567600148176, 48.81941789395608], [2.3530082949834603, 48.819447436875244], [2.352925297502401, 48.81950820862054], [2.352936161280189, 48.81951396318955], [2.3529465185290137, 48.819525195843866], [2.352949593903508, 48.819532983137044], [2.352950209291926, 48.81954375655362], [2.3529466783072284, 48.81955457498619], [2.3529296640597375, 48.81958656113293], [2.3528703075855737, 48.819572793266154], [2.352861425620614, 48.81956987886962], [2.352850712291083, 48.81956297569962], [2.352814063935146, 48.81959561824025], [2.352797747615466, 48.81961350315492], [2.352879408723497, 48.819664496626125], [2.3528638804906197, 48.81969383403213], [2.3528708080431433, 48.81969795651179], [2.3528547720383597, 48.819711032161905], [2.3528345854110717, 48.8197491834653], [2.3528408447687417, 48.81975458035003], [2.3528255071128537, 48.8197663646671], [2.352805351129608, 48.819804457669974], [2.352811601058244, 48.81980984641053], [2.3527962867546623, 48.819821612862135], [2.3527761628110473, 48.819859644874036], [2.352783074147768, 48.819863758276504], [2.352727294258363, 48.81990602852695], [2.352685846441261, 48.819881367083745], [2.3526598700796484, 48.819900084671175], [2.3525717322843605, 48.81987829755838], [2.352558324696524, 48.81987404733929], [2.3525178444347867, 48.81985329798533], [2.3524610466785147, 48.81981980776418], [2.3524699929069657, 48.81981327184491], [2.3524578645678758, 48.81980603360384], [2.352283312716613, 48.81993402252255], [2.3521586402113708, 48.819859391045995], [2.3522154038565355, 48.81981799788625], [2.3522034975366037, 48.81981087054648], [2.352018086217255, 48.81994574886396], [2.3520423759843423, 48.82001696124099], [2.3521605570763646, 48.820037805278346]]], ""type"": ""Polygon""}";48.81988177865961, 2.3525780672679657
1540;15;101641;396.766988036498;97.17008939017147;"{""coordinates"": [[[2.2983921811387207, 48.84646610435892], [2.298184062424747, 48.84657590753017], [2.297962504503767, 48.846663222907495], [2.298010498089171, 48.84670732785818], [2.298152247006018, 48.84670579777394], [2.298494532188757, 48.84653631446746], [2.2983921811387207, 48.84646610435892]]], ""type"": ""Polygon""}";48.846601678789334, 2.2982354928397952
2730;9;647;661.7035005209134;118.38367556931694;"{""coordinates"": [[[2.336207670206832, 48.88185439381309], [2.336321012773931, 48.881817860875636], [2.3363712925632587, 48.88180170249653], [2.3360406449520155, 48.881555243659406], [2.3359341221560572, 48.88150269212236], [2.335880433646901, 48.88152910808441], [2.335982692975366, 48.881716691454564], [2.33607643154155, 48.88189275377048], [2.3360798397290075, 48.88189570449328], [2.336207670206832, 48.88185439381309]]], ""type"": ""Polygon""}";48.88171338072027, 2.3361024404209005
